Site,scode,rep,year,seasn,occasion,spid,species,indiv
4,s4,4c,2009,S,S09,113,Tetramorium sp. 18,11
4,s4,4c,2009,S,S09,101,Tetramorium bothae,4
4,s4,4c,2009,S,S09,102,Tetramorium frenchi,5
4,s4,4b,2009,S,S09,27,Camponotus sp. 3,2
4,s4,4b,2009,S,S09,31,Camponotus un10,3
4,s4,4b,2009,S,S09,134,Camponotus havilandi,2
4,s4,4b,2009,S,S09,140,Camponotus irredux,18
4,s4,4b,2009,S,S09,46,Lepisiota sp. 10,3
4,s4,4b,2009,S,S09,55,Lepisiota un05,2
4,s4,4b,2009,S,S09,61,Monomorium musicum,1
1,s1,1c,2009,S,S09,101,Tetramorium bothae,3
1,s1,1d,2009,S,S09,125,Tetramorium un12,27
2,s2,2a,2009,S,S09,62,Monomorium sp. 1,1
2,s2,2a,2009,S,S09,125,Tetramorium un12,4
2,s2,2c,2009,S,S09,125,Tetramorium un12,4
4,s4,4c,2009,S,S09,29,Camponotus sp. 8,5
4,s4,4c,2009,S,S09,31,Camponotus un10,3
4,s4,4c,2009,S,S09,46,Lepisiota sp. 10,14
5,s5,5a,2009,S,S09,46,Lepisiota sp. 10,13
5,s5,5a,2009,S,S09,53,Lepisiota un01,17
6,s6,6c,2009,S,S09,29,Camponotus sp. 8,2
6,s6,6c,2009,S,S09,140,Camponotus irredux,2
6,s6,6c,2009,S,S09,39,Crematogaster un02,1
6,s6,6c,2009,S,S09,54,Lepisiota un03,1
6,s6,6d,2009,S,S09,114,Tetramorium sp. 25,3
7,s7,7d,2009,S,S09,46,Lepisiota sp. 10,2
7,s7,7d,2009,S,S09,48,Lepisiota sp. 12,1
8,s8,8d,2009,S,S09,41,Crematogaster un04,1
8,s8,8d,2009,S,S09,46,Lepisiota sp. 10,2
1,s1,1a,2010,J,J10,111,Tetramorium sp. 10,1
1,s1,1c,2010,J,J10,111,Tetramorium sp. 10,2
1,s1,1c,2010,J,J10,117,Tetramorium sp. 30,1
1,s1,1c,2010,J,J10,103,Tetramorium fridgidum,2
1,s1,1d,2010,J,J10,111,Tetramorium sp. 10,6
1,s1,1d,2010,J,J10,103,Tetramorium fridgidum,3
2,s2,2a,2010,J,J10,140,Camponotus irredux,1
