Site,scode,rep,year,seasn,occasion,spid,species,indiv
1,s1,1a,2006,J,J06,26,Camponotus sp. 1,2
1,s1,1a,2006,J,J06,38,Crematogaster sp. 6,8
1,s1,1a,2006,J,J06,45,Lepisiota sp. 1,2
1,s1,1a,2006,J,J06,62,Monomorium sp. 1,39
1,s1,1a,2006,J,J06,61,Monomorium musicum,4
1,s1,1b,2006,J,J06,26,Camponotus sp. 1,3
1,s1,1b,2006,J,J06,62,Monomorium sp. 1,23
1,s1,1b,2006,J,J06,85,Pheidole un01,2
1,s1,1b,2006,J,J06,92,Pyramica un01,2
1,s1,1c,2006,J,J06,30,Camponotus un01,6
1,s1,1c,2006,J,J06,26,Camponotus sp. 1,21
1,s1,1c,2006,J,J06,85,Pheidole un01,2
1,s1,1c,2006,J,J06,103,Tetramorium fridgidum,2
1,s1,1c,2006,J,J06,125,Tetramorium un12,38
1,s1,1d,2006,J,J06,26,Camponotus sp. 1,11
1,s1,1d,2006,J,J06,45,Lepisiota sp. 1,1
1,s1,1d,2006,J,J06,62,Monomorium sp. 1,62
1,s1,1d,2006,J,J06,103,Tetramorium fridgidum,1
1,s1,1d,2006,J,J06,125,Tetramorium un12,85
2,s2,2a,2006,J,J06,134,Camponotus havilandi,2
2,s2,2a,2006,J,J06,30,Camponotus un01,10
2,s2,2a,2006,J,J06,140,Camponotus irredux,12
2,s2,2a,2006,J,J06,38,Crematogaster sp. 6,2
2,s2,2a,2006,J,J06,62,Monomorium sp. 1,1
2,s2,2a,2006,J,J06,66,Monomorium sp. 3,67
2,s2,2a,2006,J,J06,75,Pachycondyla peringueyi,6
2,s2,2a,2006,J,J06,94,Solenopsis sp. 2,28
2,s2,2a,2006,J,J06,103,Tetramorium fridgidum,6
2,s2,2a,2006,J,J06,125,Tetramorium un12,10
2,s2,2a,2006,J,J06,117,Tetramorium sp. 30,1
2,s2,2b,2006,J,J06,31,Camponotus un10,2
2,s2,2b,2006,J,J06,27,Camponotus sp. 3,1
2,s2,2b,2006,J,J06,30,Camponotus un01,4
2,s2,2b,2006,J,J06,26,Camponotus sp. 1,2
2,s2,2b,2006,J,J06,140,Camponotus irredux,9
2,s2,2b,2006,J,J06,55,Lepisiota un05,1
2,s2,2b,2006,J,J06,62,Monomorium sp. 1,1
2,s2,2b,2006,J,J06,61,Monomorium musicum,1
2,s2,2b,2006,J,J06,73,Myrmicaria sp. 1,10
2,s2,2b,2006,J,J06,75,Pachycondyla peringueyi,15
2,s2,2b,2006,J,J06,94,Solenopsis sp. 2,2
2,s2,2b,2006,J,J06,103,Tetramorium fridgidum,11
2,s2,2c,2006,J,J06,26,Camponotus sp. 1,37
2,s2,2c,2006,J,J06,62,Monomorium sp. 1,1
2,s2,2c,2006,J,J06,103,Tetramorium fridgidum,8
2,s2,2c,2006,J,J06,125,Tetramorium un12,3
2,s2,2d,2006,J,J06,30,Camponotus un01,1
2,s2,2d,2006,J,J06,26,Camponotus sp. 1,105
2,s2,2d,2006,J,J06,62,Monomorium sp. 1,1
2,s2,2d,2006,J,J06,103,Tetramorium fridgidum,10
2,s2,2d,2006,J,J06,125,Tetramorium un12,12
3,s3,3a,2006,J,J06,26,Camponotus sp. 1,1
3,s3,3a,2006,J,J06,140,Camponotus irredux,3
3,s3,3a,2006,J,J06,45,Lepisiota sp. 1,1
3,s3,3a,2006,J,J06,54,Lepisiota un03,1
3,s3,3a,2006,J,J06,56,Leptogenys intermedia,2
3,s3,3a,2006,J,J06,71,Monomorium un01,9
3,s3,3a,2006,J,J06,61,Monomorium musicum,6
3,s3,3a,2006,J,J06,76,Pachycondyla pumicosa,2
3,s3,3a,2006,J,J06,93,Solenopsis sp. 1,3
3,s3,3a,2006,J,J06,94,Solenopsis sp. 2,28
3,s3,3a,2006,J,J06,135,Streblognathus peetersi,2
3,s3,3a,2006,J,J06,103,Tetramorium fridgidum,4
3,s3,3a,2006,J,J06,125,Tetramorium un12,2
3,s3,3a,2006,J,J06,111,Tetramorium sp. 10,1
3,s3,3b,2006,J,J06,31,Camponotus un10,6
3,s3,3b,2006,J,J06,35,Cerapachys sp. 3,1
3,s3,3b,2006,J,J06,45,Lepisiota sp. 1,16
3,s3,3b,2006,J,J06,50,Lepisiota sp. 3,11
3,s3,3b,2006,J,J06,62,Monomorium sp. 1,4
3,s3,3b,2006,J,J06,76,Pachycondyla pumicosa,1
3,s3,3b,2006,J,J06,136,Pachycondyla wroughtonii,17
3,s3,3b,2006,J,J06,83,Pheidole sp. 4,21
3,s3,3b,2006,J,J06,94,Solenopsis sp. 2,1
3,s3,3b,2006,J,J06,135,Streblognathus peetersi,1
3,s3,3b,2006,J,J06,103,Tetramorium fridgidum,16
3,s3,3c,2006,J,J06,26,Camponotus sp. 1,1
3,s3,3c,2006,J,J06,30,Camponotus un01,13
3,s3,3c,2006,J,J06,26,Camponotus sp. 1,7
3,s3,3c,2006,J,J06,140,Camponotus irredux,18
3,s3,3c,2006,J,J06,45,Lepisiota sp. 1,12
3,s3,3c,2006,J,J06,54,Lepisiota un03,1
3,s3,3c,2006,J,J06,50,Lepisiota sp. 3,4
3,s3,3c,2006,J,J06,45,Lepisiota sp. 1,18
3,s3,3c,2006,J,J06,46,Lepisiota sp. 10,8
3,s3,3c,2006,J,J06,56,Leptogenys intermedia,2
3,s3,3c,2006,J,J06,71,Monomorium un01,1
3,s3,3c,2006,J,J06,76,Pachycondyla pumicosa,3
3,s3,3c,2006,J,J06,94,Solenopsis sp. 2,1
3,s3,3c,2006,J,J06,135,Streblognathus peetersi,7
3,s3,3c,2006,J,J06,103,Tetramorium fridgidum,3
3,s3,3c,2006,J,J06,102,Tetramorium frenchi,69
3,s3,3d,2006,J,J06,45,Lepisiota sp. 1,16
3,s3,3d,2006,J,J06,50,Lepisiota sp. 3,11
3,s3,3d,2006,J,J06,61,Monomorium musicum,17
3,s3,3d,2006,J,J06,76,Pachycondyla pumicosa,4
3,s3,3d,2006,J,J06,83,Pheidole sp. 4,3
3,s3,3d,2006,J,J06,143,Plectroctena mandibularis,1
3,s3,3d,2006,J,J06,93,Solenopsis sp. 1,1
3,s3,3d,2006,J,J06,94,Solenopsis sp. 2,11
3,s3,3d,2006,J,J06,135,Streblognathus peetersi,2
3,s3,3d,2006,J,J06,103,Tetramorium fridgidum,14
4,s4,4a,2006,J,J06,27,Camponotus sp. 3,3
4,s4,4a,2006,J,J06,134,Camponotus havilandi,3
4,s4,4a,2006,J,J06,30,Camponotus un01,16
4,s4,4a,2006,J,J06,50,Lepisiota sp. 3,13
4,s4,4a,2006,J,J06,45,Lepisiota sp. 1,13
4,s4,4a,2006,J,J06,56,Leptogenys intermedia,2
4,s4,4a,2006,J,J06,59,Messor sp. 1,8
4,s4,4a,2006,J,J06,71,Monomorium un01,6
4,s4,4a,2006,J,J06,61,Monomorium musicum,1
4,s4,4a,2006,J,J06,85,Pheidole un01,12
4,s4,4a,2006,J,J06,83,Pheidole sp. 4,46
4,s4,4a,2006,J,J06,94,Solenopsis sp. 2,9
4,s4,4a,2006,J,J06,135,Streblognathus peetersi,8
4,s4,4a,2006,J,J06,103,Tetramorium fridgidum,23
4,s4,4a,2006,J,J06,101,Tetramorium bothae,11
4,s4,4a,2006,J,J06,124,Tetramorium sp. 8,2
4,s4,4b,2006,J,J06,134,Camponotus havilandi,3
4,s4,4b,2006,J,J06,30,Camponotus un01,17
4,s4,4b,2006,J,J06,140,Camponotus irredux,8
4,s4,4b,2006,J,J06,29,Camponotus sp. 8,3
4,s4,4b,2006,J,J06,45,Lepisiota sp. 1,1
4,s4,4b,2006,J,J06,50,Lepisiota sp. 3,4
4,s4,4b,2006,J,J06,45,Lepisiota sp. 1,5
4,s4,4b,2006,J,J06,56,Leptogenys intermedia,32
4,s4,4b,2006,J,J06,59,Messor sp. 1,4
4,s4,4b,2006,J,J06,78,Paratrechina sp. 1,3
4,s4,4b,2006,J,J06,136,Pachycondyla wroughtonii,8
4,s4,4b,2006,J,J06,85,Pheidole un01,103
4,s4,4b,2006,J,J06,94,Solenopsis sp. 2,8
4,s4,4b,2006,J,J06,135,Streblognathus peetersi,1
4,s4,4b,2006,J,J06,103,Tetramorium fridgidum,6
4,s4,4b,2006,J,J06,101,Tetramorium bothae,24
4,s4,4b,2006,J,J06,113,Tetramorium sp. 18,5
4,s4,4c,2006,J,J06,134,Camponotus havilandi,9
4,s4,4c,2006,J,J06,30,Camponotus un01,12
4,s4,4c,2006,J,J06,45,Lepisiota sp. 1,23
4,s4,4c,2006,J,J06,59,Messor sp. 1,3
4,s4,4c,2006,J,J06,83,Pheidole sp. 4,10
4,s4,4c,2006,J,J06,88,Plagiolepis un02,3
4,s4,4c,2006,J,J06,94,Solenopsis sp. 2,38
4,s4,4c,2006,J,J06,135,Streblognathus peetersi,6
4,s4,4c,2006,J,J06,103,Tetramorium fridgidum,8
4,s4,4c,2006,J,J06,101,Tetramorium bothae,12
4,s4,4c,2006,J,J06,113,Tetramorium sp. 18,21
4,s4,4d,2006,J,J06,134,Camponotus havilandi,3
4,s4,4d,2006,J,J06,30,Camponotus un01,3
4,s4,4d,2006,J,J06,45,Lepisiota sp. 1,6
4,s4,4d,2006,J,J06,45,Lepisiota sp. 1,5
4,s4,4d,2006,J,J06,56,Leptogenys intermedia,10
4,s4,4d,2006,J,J06,59,Messor sp. 1,1
4,s4,4d,2006,J,J06,62,Monomorium sp. 1,2
4,s4,4d,2006,J,J06,85,Pheidole un01,25
4,s4,4d,2006,J,J06,83,Pheidole sp. 4,3
4,s4,4d,2006,J,J06,94,Solenopsis sp. 2,3
4,s4,4d,2006,J,J06,135,Streblognathus peetersi,4
4,s4,4d,2006,J,J06,103,Tetramorium fridgidum,12
4,s4,4d,2006,J,J06,101,Tetramorium bothae,22
4,s4,4d,2006,J,J06,125,Tetramorium un12,1
4,s4,4d,2006,J,J06,102,Tetramorium frenchi,9
4,s4,4d,2006,J,J06,112,Tetramorium sp. 14,3
5,s5,5a,2006,J,J06,134,Camponotus havilandi,1
5,s5,5a,2006,J,J06,30,Camponotus un01,4
5,s5,5a,2006,J,J06,39,Crematogaster un02,5
5,s5,5a,2006,J,J06,68,Monomorium sp. 7,1
5,s5,5a,2006,J,J06,78,Paratrechina sp. 1,12
5,s5,5a,2006,J,J06,85,Pheidole un01,20
5,s5,5a,2006,J,J06,94,Solenopsis sp. 2,40
5,s5,5a,2006,J,J06,103,Tetramorium fridgidum,2
5,s5,5a,2006,J,J06,101,Tetramorium bothae,3
5,s5,5a,2006,J,J06,122,Tetramorium sp. 5,3
5,s5,5a,2006,J,J06,91,Pristomyrmex fossulatus,10
5,s5,5a,2006,J,J06,114,Tetramorium sp. 25,3
5,s5,5b,2006,J,J06,30,Camponotus un01,10
5,s5,5b,2006,J,J06,37,Crematogaster natalensis,1
5,s5,5b,2006,J,J06,39,Crematogaster un02,18
5,s5,5b,2006,J,J06,38,Crematogaster sp. 6,1
5,s5,5b,2006,J,J06,53,Lepisiota un01,1
5,s5,5b,2006,J,J06,55,Lepisiota un05,1
5,s5,5b,2006,J,J06,56,Leptogenys intermedia,3
5,s5,5b,2006,J,J06,71,Monomorium un01,1
5,s5,5b,2006,J,J06,70,Monomorium taedium,34
5,s5,5b,2006,J,J06,61,Monomorium musicum,4
5,s5,5b,2006,J,J06,136,Pachycondyla wroughtonii,10
5,s5,5b,2006,J,J06,85,Pheidole un01,50
5,s5,5b,2006,J,J06,83,Pheidole sp. 4,7
5,s5,5b,2006,J,J06,88,Plagiolepis un02,3
5,s5,5b,2006,J,J06,89,Plagiolepis un03,1
5,s5,5b,2006,J,J06,92,Pyramica un01,3
5,s5,5b,2006,J,J06,93,Solenopsis sp. 1,3
5,s5,5b,2006,J,J06,94,Solenopsis sp. 2,14
5,s5,5b,2006,J,J06,100,Technomyrmex un01,12
5,s5,5b,2006,J,J06,103,Tetramorium fridgidum,4
5,s5,5b,2006,J,J06,101,Tetramorium bothae,9
5,s5,5b,2006,J,J06,102,Tetramorium frenchi,3
5,s5,5b,2006,J,J06,113,Tetramorium sp. 18,1
5,s5,5c,2006,J,J06,30,Camponotus un01,5
5,s5,5c,2006,J,J06,39,Crematogaster un02,16
5,s5,5c,2006,J,J06,53,Lepisiota un01,5
5,s5,5c,2006,J,J06,56,Leptogenys intermedia,4
5,s5,5c,2006,J,J06,70,Monomorium taedium,10
5,s5,5c,2006,J,J06,136,Pachycondyla wroughtonii,3
5,s5,5c,2006,J,J06,85,Pheidole un01,20
5,s5,5c,2006,J,J06,83,Pheidole sp. 4,4
5,s5,5c,2006,J,J06,88,Plagiolepis un02,1
5,s5,5c,2006,J,J06,89,Plagiolepis un03,1
5,s5,5c,2006,J,J06,92,Pyramica un01,3
5,s5,5c,2006,J,J06,93,Solenopsis sp. 1,1
5,s5,5c,2006,J,J06,94,Solenopsis sp. 2,8
5,s5,5c,2006,J,J06,100,Technomyrmex un01,4
5,s5,5c,2006,J,J06,103,Tetramorium fridgidum,5
5,s5,5c,2006,J,J06,101,Tetramorium bothae,7
5,s5,5d,2006,J,J06,39,Crematogaster un02,7
5,s5,5d,2006,J,J06,53,Lepisiota un01,3
5,s5,5d,2006,J,J06,61,Monomorium musicum,20
5,s5,5d,2006,J,J06,85,Pheidole un01,8
5,s5,5d,2006,J,J06,94,Solenopsis sp. 2,47
5,s5,5d,2006,J,J06,100,Technomyrmex un01,13
5,s5,5d,2006,J,J06,103,Tetramorium fridgidum,10
5,s5,5d,2006,J,J06,101,Tetramorium bothae,15
5,s5,5d,2006,J,J06,123,Tetramorium sp. 6,1
6,s6,6a,2006,J,J06,134,Camponotus havilandi,1
6,s6,6a,2006,J,J06,30,Camponotus un01,2
6,s6,6a,2006,J,J06,140,Camponotus irredux,1
6,s6,6a,2006,J,J06,37,Crematogaster natalensis,2
6,s6,6a,2006,J,J06,42,Dorylus un01,81
6,s6,6a,2006,J,J06,45,Lepisiota sp. 1,2
6,s6,6a,2006,J,J06,54,Lepisiota un03,1
6,s6,6a,2006,J,J06,55,Lepisiota un05,1
6,s6,6a,2006,J,J06,58,Meranoplus peringueyi,8
6,s6,6a,2006,J,J06,70,Monomorium taedium,13
6,s6,6a,2006,J,J06,61,Monomorium musicum,48
6,s6,6a,2006,J,J06,85,Pheidole un01,19
6,s6,6a,2006,J,J06,83,Pheidole sp. 4,9
6,s6,6a,2006,J,J06,88,Plagiolepis un02,1
6,s6,6a,2006,J,J06,93,Solenopsis sp. 1,1
6,s6,6a,2006,J,J06,94,Solenopsis sp. 2,5
6,s6,6a,2006,J,J06,103,Tetramorium fridgidum,1
6,s6,6a,2006,J,J06,101,Tetramorium bothae,3
6,s6,6a,2006,J,J06,102,Tetramorium frenchi,2
6,s6,6a,2006,J,J06,113,Tetramorium sp. 18,1
6,s6,6a,2006,J,J06,91,Pristomyrmex fossulatus,1
6,s6,6b,2006,J,J06,134,Camponotus havilandi,2
6,s6,6b,2006,J,J06,30,Camponotus un01,3
6,s6,6b,2006,J,J06,140,Camponotus irredux,1
6,s6,6b,2006,J,J06,37,Crematogaster natalensis,128
6,s6,6b,2006,J,J06,42,Dorylus un01,2
6,s6,6b,2006,J,J06,54,Lepisiota un03,5
6,s6,6b,2006,J,J06,58,Meranoplus peringueyi,25
6,s6,6b,2006,J,J06,70,Monomorium taedium,6
6,s6,6b,2006,J,J06,61,Monomorium musicum,9
6,s6,6b,2006,J,J06,82,Pheidole sp. 1,15
6,s6,6b,2006,J,J06,85,Pheidole un01,43
6,s6,6b,2006,J,J06,92,Pyramica un01,1
6,s6,6b,2006,J,J06,94,Solenopsis sp. 2,5
6,s6,6b,2006,J,J06,100,Technomyrmex un01,26
6,s6,6b,2006,J,J06,103,Tetramorium fridgidum,13
6,s6,6b,2006,J,J06,101,Tetramorium bothae,6
6,s6,6b,2006,J,J06,122,Tetramorium sp. 5,10
6,s6,6b,2006,J,J06,102,Tetramorium frenchi,7
6,s6,6b,2006,J,J06,91,Pristomyrmex fossulatus,2
6,s6,6b,2006,J,J06,119,Tetramorium sp. 40,3
6,s6,6b,2006,J,J06,109,Tetramorium sericeiventre,12
6,s6,6c,2006,J,J06,134,Camponotus havilandi,1
6,s6,6c,2006,J,J06,30,Camponotus un01,16
6,s6,6c,2006,J,J06,37,Crematogaster natalensis,15
6,s6,6c,2006,J,J06,42,Dorylus un01,36
6,s6,6c,2006,J,J06,54,Lepisiota un03,2
6,s6,6c,2006,J,J06,55,Lepisiota un05,2
6,s6,6c,2006,J,J06,58,Meranoplus peringueyi,46
6,s6,6c,2006,J,J06,70,Monomorium taedium,46
6,s6,6c,2006,J,J06,61,Monomorium musicum,4
6,s6,6c,2006,J,J06,85,Pheidole un01,28
6,s6,6c,2006,J,J06,93,Solenopsis sp. 1,10
6,s6,6c,2006,J,J06,94,Solenopsis sp. 2,90
6,s6,6c,2006,J,J06,100,Technomyrmex un01,18
6,s6,6c,2006,J,J06,103,Tetramorium fridgidum,4
6,s6,6c,2006,J,J06,122,Tetramorium sp. 5,6
6,s6,6c,2006,J,J06,102,Tetramorium frenchi,3
6,s6,6d,2006,J,J06,30,Camponotus un01,1
6,s6,6d,2006,J,J06,36,Cerapachys un01,85
6,s6,6d,2006,J,J06,35,Cerapachys sp. 3,1
6,s6,6d,2006,J,J06,54,Lepisiota un03,3
6,s6,6d,2006,J,J06,56,Leptogenys intermedia,17
6,s6,6d,2006,J,J06,58,Meranoplus peringueyi,139
6,s6,6d,2006,J,J06,71,Monomorium un01,3
6,s6,6d,2006,J,J06,71,Monomorium un01,1
6,s6,6d,2006,J,J06,70,Monomorium taedium,33
6,s6,6d,2006,J,J06,85,Pheidole un01,6
6,s6,6d,2006,J,J06,93,Solenopsis sp. 1,2
6,s6,6d,2006,J,J06,94,Solenopsis sp. 2,5
6,s6,6d,2006,J,J06,103,Tetramorium fridgidum,1
6,s6,6d,2006,J,J06,122,Tetramorium sp. 5,10
6,s6,6d,2006,J,J06,102,Tetramorium frenchi,24
6,s6,6d,2006,J,J06,109,Tetramorium sericeiventre,8
6,s6,6d,2006,J,J06,110,Tetramorium setiferum,1
7,s7,7a,2006,J,J06,138,Anoplolepis custodiens,48
7,s7,7a,2006,J,J06,140,Camponotus irredux,1
7,s7,7a,2006,J,J06,40,Crematogaster un03,1
7,s7,7a,2006,J,J06,54,Lepisiota un03,4
7,s7,7a,2006,J,J06,53,Lepisiota un01,6
7,s7,7a,2006,J,J06,55,Lepisiota un05,4
7,s7,7a,2006,J,J06,45,Lepisiota sp. 1,2
7,s7,7a,2006,J,J06,61,Monomorium musicum,6
7,s7,7a,2006,J,J06,78,Paratrechina sp. 1,15
7,s7,7a,2006,J,J06,137,Pachycondyla caffraria,12
7,s7,7a,2006,J,J06,85,Pheidole un01,3
7,s7,7a,2006,J,J06,93,Solenopsis sp. 1,1
7,s7,7a,2006,J,J06,94,Solenopsis sp. 2,3
7,s7,7a,2006,J,J06,101,Tetramorium bothae,12
7,s7,7a,2006,J,J06,112,Tetramorium sp. 14,1
7,s7,7a,2006,J,J06,91,Pristomyrmex fossulatus,4
7,s7,7a,2006,J,J06,114,Tetramorium sp. 25,1
7,s7,7b,2006,J,J06,138,Anoplolepis custodiens,44
7,s7,7b,2006,J,J06,37,Crematogaster natalensis,122
7,s7,7b,2006,J,J06,42,Dorylus un01,2
7,s7,7b,2006,J,J06,53,Lepisiota un01,1
7,s7,7b,2006,J,J06,46,Lepisiota sp. 10,3
7,s7,7b,2006,J,J06,48,Lepisiota sp. 12,1
7,s7,7b,2006,J,J06,70,Monomorium taedium,7
7,s7,7b,2006,J,J06,61,Monomorium musicum,1
7,s7,7b,2006,J,J06,78,Paratrechina sp. 1,3
7,s7,7b,2006,J,J06,137,Pachycondyla caffraria,9
7,s7,7b,2006,J,J06,85,Pheidole un01,33
7,s7,7b,2006,J,J06,94,Solenopsis sp. 2,26
7,s7,7b,2006,J,J06,97,Strumigenys sp. 1,1
7,s7,7b,2006,J,J06,103,Tetramorium fridgidum,1
7,s7,7b,2006,J,J06,101,Tetramorium bothae,32
7,s7,7b,2006,J,J06,102,Tetramorium frenchi,12
7,s7,7b,2006,J,J06,115,Tetramorium sp. 27,2
7,s7,7b,2006,J,J06,109,Tetramorium sericeiventre,1
7,s7,7b,2006,J,J06,110,Tetramorium setiferum,1
7,s7,7c,2006,J,J06,138,Anoplolepis custodiens,20
7,s7,7c,2006,J,J06,140,Camponotus irredux,1
7,s7,7c,2006,J,J06,37,Crematogaster natalensis,66
7,s7,7c,2006,J,J06,54,Lepisiota un03,6
7,s7,7c,2006,J,J06,51,Lepisiota sp. 4,2
7,s7,7c,2006,J,J06,55,Lepisiota un05,6
7,s7,7c,2006,J,J06,70,Monomorium taedium,18
7,s7,7c,2006,J,J06,61,Monomorium musicum,2
7,s7,7c,2006,J,J06,78,Paratrechina sp. 1,2
7,s7,7c,2006,J,J06,78,Paratrechina sp. 1,1
7,s7,7c,2006,J,J06,137,Pachycondyla caffraria,1
7,s7,7c,2006,J,J06,75,Pachycondyla peringueyi,2
7,s7,7c,2006,J,J06,85,Pheidole un01,23
7,s7,7c,2006,J,J06,88,Plagiolepis un02,2
7,s7,7c,2006,J,J06,143,Plectroctena mandibularis,1
7,s7,7c,2006,J,J06,92,Pyramica un01,1
7,s7,7c,2006,J,J06,94,Solenopsis sp. 2,14
7,s7,7c,2006,J,J06,101,Tetramorium bothae,34
7,s7,7c,2006,J,J06,91,Pristomyrmex fossulatus,3
7,s7,7c,2006,J,J06,110,Tetramorium setiferum,1
7,s7,7d,2006,J,J06,138,Anoplolepis custodiens,52
7,s7,7d,2006,J,J06,134,Camponotus havilandi,1
7,s7,7d,2006,J,J06,140,Camponotus irredux,1
7,s7,7d,2006,J,J06,37,Crematogaster natalensis,7
7,s7,7d,2006,J,J06,53,Lepisiota un01,2
7,s7,7d,2006,J,J06,71,Monomorium un01,1
7,s7,7d,2006,J,J06,61,Monomorium musicum,4
7,s7,7d,2006,J,J06,78,Paratrechina sp. 1,6
7,s7,7d,2006,J,J06,137,Pachycondyla caffraria,10
7,s7,7d,2006,J,J06,82,Pheidole sp. 1,5
7,s7,7d,2006,J,J06,85,Pheidole un01,26
7,s7,7d,2006,J,J06,93,Solenopsis sp. 1,1
7,s7,7d,2006,J,J06,103,Tetramorium fridgidum,3
7,s7,7d,2006,J,J06,101,Tetramorium bothae,3
7,s7,7d,2006,J,J06,122,Tetramorium sp. 5,6
7,s7,7d,2006,J,J06,102,Tetramorium frenchi,7
7,s7,7d,2006,J,J06,109,Tetramorium sericeiventre,1
7,s7,7d,2006,J,J06,110,Tetramorium setiferum,1
8,s8,8a,2006,J,J06,138,Anoplolepis custodiens,3
8,s8,8a,2006,J,J06,27,Camponotus sp. 3,3
8,s8,8a,2006,J,J06,134,Camponotus havilandi,1
8,s8,8a,2006,J,J06,30,Camponotus un01,2
8,s8,8a,2006,J,J06,140,Camponotus irredux,2
8,s8,8a,2006,J,J06,71,Monomorium un01,3
8,s8,8a,2006,J,J06,70,Monomorium taedium,2
8,s8,8a,2006,J,J06,78,Paratrechina sp. 1,2
8,s8,8a,2006,J,J06,137,Pachycondyla caffraria,8
8,s8,8a,2006,J,J06,82,Pheidole sp. 1,19
8,s8,8a,2006,J,J06,85,Pheidole un01,2
8,s8,8a,2006,J,J06,84,Pheidole sp. 7,1
8,s8,8a,2006,J,J06,94,Solenopsis sp. 2,1
8,s8,8a,2006,J,J06,97,Strumigenys sp. 1,1
8,s8,8a,2006,J,J06,101,Tetramorium bothae,12
8,s8,8a,2006,J,J06,102,Tetramorium frenchi,3
8,s8,8a,2006,J,J06,115,Tetramorium sp. 27,1
8,s8,8a,2006,J,J06,110,Tetramorium setiferum,4
8,s8,8b,2006,J,J06,138,Anoplolepis custodiens,12
8,s8,8b,2006,J,J06,27,Camponotus sp. 3,7
8,s8,8b,2006,J,J06,134,Camponotus havilandi,3
8,s8,8b,2006,J,J06,30,Camponotus un01,3
8,s8,8b,2006,J,J06,140,Camponotus irredux,1
8,s8,8b,2006,J,J06,37,Crematogaster natalensis,13
8,s8,8b,2006,J,J06,45,Lepisiota sp. 1,1
8,s8,8b,2006,J,J06,70,Monomorium taedium,11
8,s8,8b,2006,J,J06,78,Paratrechina sp. 1,7
8,s8,8b,2006,J,J06,137,Pachycondyla caffraria,6
8,s8,8b,2006,J,J06,82,Pheidole sp. 1,30
8,s8,8b,2006,J,J06,85,Pheidole un01,4
8,s8,8b,2006,J,J06,93,Solenopsis sp. 1,2
8,s8,8b,2006,J,J06,94,Solenopsis sp. 2,31
8,s8,8b,2006,J,J06,97,Strumigenys sp. 1,10
8,s8,8b,2006,J,J06,101,Tetramorium bothae,19
8,s8,8b,2006,J,J06,122,Tetramorium sp. 5,5
8,s8,8b,2006,J,J06,102,Tetramorium frenchi,1
8,s8,8b,2006,J,J06,115,Tetramorium sp. 27,1
8,s8,8c,2006,J,J06,140,Camponotus irredux,1
8,s8,8c,2006,J,J06,37,Crematogaster natalensis,8
8,s8,8c,2006,J,J06,45,Lepisiota sp. 1,1
8,s8,8c,2006,J,J06,54,Lepisiota un03,1
8,s8,8c,2006,J,J06,58,Meranoplus peringueyi,3
8,s8,8c,2006,J,J06,70,Monomorium taedium,5
8,s8,8c,2006,J,J06,78,Paratrechina sp. 1,3
8,s8,8c,2006,J,J06,78,Paratrechina sp. 1,20
8,s8,8c,2006,J,J06,137,Pachycondyla caffraria,1
8,s8,8c,2006,J,J06,75,Pachycondyla peringueyi,2
8,s8,8c,2006,J,J06,82,Pheidole sp. 1,20
8,s8,8c,2006,J,J06,85,Pheidole un01,9
8,s8,8c,2006,J,J06,84,Pheidole sp. 7,2
8,s8,8c,2006,J,J06,92,Pyramica un01,1
8,s8,8c,2006,J,J06,94,Solenopsis sp. 2,12
8,s8,8c,2006,J,J06,97,Strumigenys sp. 1,1
8,s8,8c,2006,J,J06,101,Tetramorium bothae,14
8,s8,8d,2006,J,J06,37,Crematogaster natalensis,9
8,s8,8d,2006,J,J06,40,Crematogaster un03,1
8,s8,8d,2006,J,J06,41,Crematogaster un04,2
8,s8,8d,2006,J,J06,55,Lepisiota un05,82
8,s8,8d,2006,J,J06,58,Meranoplus peringueyi,2
8,s8,8d,2006,J,J06,70,Monomorium taedium,17
8,s8,8d,2006,J,J06,73,Myrmicaria sp. 1,54
8,s8,8d,2006,J,J06,78,Paratrechina sp. 1,3
8,s8,8d,2006,J,J06,75,Pachycondyla peringueyi,1
8,s8,8d,2006,J,J06,76,Pachycondyla pumicosa,4
8,s8,8d,2006,J,J06,82,Pheidole sp. 1,25
8,s8,8d,2006,J,J06,85,Pheidole un01,14
8,s8,8d,2006,J,J06,143,Plectroctena mandibularis,1
8,s8,8d,2006,J,J06,92,Pyramica un01,20
8,s8,8d,2006,J,J06,94,Solenopsis sp. 2,1
8,s8,8d,2006,J,J06,97,Strumigenys sp. 1,3
8,s8,8d,2006,J,J06,101,Tetramorium bothae,26
8,s8,8d,2006,J,J06,102,Tetramorium frenchi,8
1,s1,1a,2006,S,S06,62,Monomorium sp. 1,33
1,s1,1b,2006,S,S06,26,Camponotus sp. 1,2
1,s1,1b,2006,S,S06,39,Crematogaster un02,1
1,s1,1b,2006,S,S06,62,Monomorium sp. 1,17
1,s1,1c,2006,S,S06,26,Camponotus sp. 1,7
1,s1,1c,2006,S,S06,103,Tetramorium fridgidum,1
1,s1,1c,2006,S,S06,125,Tetramorium un12,9
1,s1,1d,2006,S,S06,26,Camponotus sp. 1,1
1,s1,1d,2006,S,S06,30,Camponotus un01,3
1,s1,1d,2006,S,S06,26,Camponotus sp. 1,7
1,s1,1d,2006,S,S06,62,Monomorium sp. 1,19
1,s1,1d,2006,S,S06,68,Monomorium sp. 7,3
1,s1,1d,2006,S,S06,125,Tetramorium un12,10
